Record,Location,X,Y,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
6133,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC144 RAMP16,347355.9298,5015836.417,12/13/16,16:05,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe
6134,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339541.3369,5019346.905,2/24/16,15:00,02 - Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6135,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339560.054,5019339.859,2/24/16,11:08,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6136,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339568.4199,5019336.423,6/14/16,8:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6137,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339569.7936,5019336.477,2/27/16,18:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6138,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339571.9778,5019337.33,2/25/16,18:38,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other
6139,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339534.0849,5019348.405,2/24/16,21:43,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,"08 - Dark, artificial",03 - P.D. only,07 - SMV other
6140,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339536.7371,5019346.691,11/20/16,17:20,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6141,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339512.0917,5019353.812,12/23/16,20:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6142,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352955.8141,5020210.791,7/13/16,6:36,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
6143,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,353064.1889,5020274.983,12/18/16,0:15,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6144,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352973.2867,5020222.559,2/17/16,14:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6145,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352968.1742,5020221.536,2/17/16,8:20,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6146,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352961.0166,5020213.356,2/17/16,8:21,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6147,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352959.0819,5020215.044,3/14/16,1:15,01 - Clear,00 - Unknown,10 - No control,99 - Other,"08 - Dark, artificial",03 - P.D. only,07 - SMV other
6148,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352956.9265,5020212.334,11/15/16,17:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6149,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352981.4668,5020223.581,2/20/16,7:30,02 - Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6150,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352970.2192,5020220.514,3/3/16,16:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6151,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352979.142,5020220.813,2/25/16,18:20,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,"08 - Dark, artificial",03 - P.D. only,07 - SMV other
6152,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352967.9614,5020217.996,3/24/16,13:35,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6153,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352984.9352,5020226.488,9/28/16,6:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end
6154,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352953.5482,5020211.927,7/13/16,6:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6155,HIGHWAY 417 btwn HIGHWAY 417 & Continuation of HIGHWAY 417,352996.1158,5020234.046,12/14/16,22:14,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6156,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375293.8702,5030386.652,6/7/16,8:32,01 - Clear,08 - Loose sand or gravel,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6157,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375333.1164,5030386.068,8/23/16,22:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6158,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375384.3892,5030294.709,1/4/16,15:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6159,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375380.0194,5030297.891,12/24/16,10:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6160,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375376.8444,5030294.928,12/26/16,13:10,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6161,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC110 RAMP54,375555.5291,5029703.057,8/22/16,8:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6162,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384918.7867,5025034.201,1/12/16,16:54,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,07 - SMV other
6163,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381582.406,5025621.285,5/17/16,7:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
6164,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381484.6766,5025633.463,7/22/16,5:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6165,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381528.0182,5025629.997,6/12/16,6:39,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
6166,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385019.1305,5024967.322,9/18/16,7:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
6167,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384917.4637,5025038.17,1/12/16,17:42,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6168,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,387161.5741,5023916.201,1/11/16,5:50,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6169,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381531.3933,5025630.66,4/2/16,3:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6170,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381493.0408,5025635.374,7/8/16,14:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6171,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381559.9701,5025631.342,5/23/16,20:03,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6172,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381560.0275,5025626.704,6/1/16,6:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6173,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381551.5307,5025623.352,6/1/16,6:51,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6174,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385786.1292,5024427.213,9/4/16,6:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other
6175,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384978.3487,5024992.645,9/6/16,7:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6176,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385875.4221,5024356.137,9/6/16,7:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6177,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385864.8388,5024345.554,9/6/16,8:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6178,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,383266.6462,5025396.744,8/15/16,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6179,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381532.9173,5025628.927,9/15/16,7:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6180,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384971.2331,5025004.127,12/15/16,16:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end
6181,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381461.6442,5025634.18,4/21/16,7:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6182,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384995.4526,5024969.097,12/29/16,17:17,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6183,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384881.1061,5024986.913,1/13/16,0:07,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6184,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381339.1228,5025628.422,9/7/16,23:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
6185,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384920.5835,5024966.231,7/10/16,14:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
6186,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381434.5027,5025602.312,3/19/16,0:02,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6187,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384863.0855,5024997.261,2/16/16,17:10,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other
6188,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384872.9736,5024990.67,2/16/16,13:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6189,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384856.7354,5025005.728,2/16/16,20:12,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other
6190,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,384831.5583,5024996.97,2/12/16,18:59,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other
6191,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381422.1284,5025606.788,2/12/16,14:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6192,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381425.777,5025608.368,5/27/16,7:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6193,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381400.5418,5025615.536,6/19/16,20:50,01 - Clear,01 - Dry,10 - No control,98 - Other,05 - Dusk,03 - P.D. only,07 - SMV other
6194,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,380217.3516,5025865.67,3/22/16,22:55,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6195,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381449.5731,5025606.564,8/5/16,16:47,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6196,HIGHWAY 417 btwn HWY417 IC104 RAMP15 & HWY417 IC96 RAMP51,381449.0462,5025602.237,6/30/16,10:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6197,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,380034.5494,5025911.512,4/17/16,19:17,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6198,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,380059.7868,5025904.639,2/24/16,21:35,02 - Rain,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6199,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,380058.8236,5025904.248,6/24/16,7:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6200,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,380085.9192,5025901.426,4/6/16,16:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6201,HIGHWAY 417 btwn HWY417 IC104 RAMP51 & HWY417 IC104 RAMP15,379870.0644,5025941.432,12/30/16,9:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6202,HIGHWAY 417 btwn HWY417 IC110 RAMP54 & HWY417 IC110 RAMP65,375797.7523,5029201.501,9/20/16,20:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6203,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51,377106.0713,5026929.246,2/24/16,13:00,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6204,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51,379541.8441,5026019.506,2/21/16,15:46,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6205,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51,377769.602,5026396.461,9/26/16,22:00,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6206,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC110 RAMP65,375805.5126,5029031.841,2/10/16,23:00,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,"08 - Dark, artificial",03 - P.D. only,03 - Rear end
6207,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC110 RAMP65,375799.586,5029087.75,6/1/16,8:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6208,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC110 RAMP65,375806.2214,5029044.46,2/22/16,15:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6209,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC110 RAMP65,375800.1934,5029053.226,4/27/16,16:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6210,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,379859.5839,5025998.284,1/1/16,5:30,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6211,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,376896.209,5027300.444,2/14/16,18:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6212,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,376902.47,5027290.705,2/14/16,18:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6213,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,376897.6003,5027296.27,2/12/16,22:30,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6214,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,379934.6271,5025984.074,5/19/16,11:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6215,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,377972.7522,5026441.033,3/3/16,0:15,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6216,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,377008.8153,5027219.409,8/26/16,2:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6217,HIGHWAY 417 btwn HWY417 IC110 RAMP64 & HWY417 IC104 RAMP16,378030.0914,5026427.77,12/26/16,13:35,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6218,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,375843.2721,5029085.869,1/12/16,21:23,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,99 - Other
6219,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,375836.9602,5029129.314,2/9/16,8:10,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6220,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,375837.8542,5029118.366,7/8/16,12:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6221,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,375842.7998,5029089.82,5/28/16,21:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6222,HIGHWAY 417 btwn HWY417 IC110 RAMP66 & HWY417 IC110 RAMP56,375843.0688,5029088.786,6/26/16,15:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6223,HIGHWAY 417 btwn HWY417 IC112 RAMP54 & HWY417 IC112 RAMP65,374338.3458,5030912.375,8/17/16,21:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6224,HIGHWAY 417 btwn HWY417 IC112 RAMP64 & HIGHWAY 417,374947.0527,5030710.082,7/21/16,18:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6225,HIGHWAY 417 btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP55,374417.0908,5030842.576,3/12/16,8:35,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6226,HIGHWAY 417 btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP55,374413.8658,5030844.597,3/10/16,7:21,"07 - Fog, mist, smoke, dust",02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6227,HIGHWAY 417 btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP55,374440.8369,5030826.976,12/12/16,19:25,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6228,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374476.0122,5030851.415,6/2/16,11:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,99 - Other
6229,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374479.7787,5030848.904,3/24/16,11:20,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
6230,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374449.6486,5030869.164,1/14/16,10:18,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6231,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374464.0657,5030864.297,1/19/16,17:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other
6232,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374480.7567,5030848.269,6/11/16,16:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6233,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374452.3661,5030870.142,2/23/16,12:13,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6234,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374472.0513,5030853.758,7/2/16,22:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6235,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374479.813,5030847.941,2/4/16,15:52,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6236,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC113 RAMP65,374188.3727,5031357.885,12/13/16,6:45,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6237,HIGHWAY 417 btwn HWY417 IC115 RAMP25 & REGIONAL ROAD 174,373257.5638,5031693.258,1/4/16,16:06,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
6238,HIGHWAY 417 btwn HWY417 IC115 RAMP25 & REGIONAL ROAD 174,373214.1341,5031650.382,8/14/16,15:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
